SDSS_objid,DECaLS_iauname,ra,dec,type,redshift,r_mag,sersic_nmgy_r
5.8774002e+17,J142058.33+233416.0,215.2430687,23.57110371,SE,0.065553,16.092857,644.76965
5.8774002e+17,J144228.89+222124.9,220.6264703,22.35296554,X,0.05065879,14.509389,2645.9836
5.8774002e+17,J160343.65+154723.2,240.9318889,15.78978601,F,0.03425819,15.6728,1005.6035
5.8774002e+17,J134822.36+254049.7,207.0932104,25.68047883,F,0.051404145,14.82966,1507.4979
5.8774002e+17,J140004.38+250812.5,210.0182692,25.1368206,S,0.13006501,17.897545,144.71057
5.8774002e+17,J151227.50+203906.5,228.1145954,20.65178392,F,0.039709564,14.207652,5376.335
5.8774002e+17,J133854.34+262754.3,204.7264398,26.46509694,S,0.07591446,16.771446,286.33505
5.8774002e+17,J134242.01+261423.4,205.6749428,26.23977838,SE,0.065361984,14.778733,2456.933
5.8774002e+17,J155018.23+210041.5,237.5725229,21.01020534,B,0.057394736,15.122735,1610.6241
5.8774002e+17,J150649.89+203001.0,226.7077595,20.49931601,F,0.0402412,14.152411,3464.1572
5.8774002e+17,J160625.79+154137.6,241.6074851,15.69379745,S,0.044146467,14.138225,2597.5696
5.8774002e+17,J163254.00+125310.7,248.2250697,12.8863063,F,0.08525033,15.843811,844.85834
5.8774002e+17,J133817.35+261216.8,204.5723702,26.20474536,Q,0.075936906,17.552591,113.96096
5.8774002e+17,J144039.84+231308.7,220.1660319,23.21910674,B,0.07759173,16.092455,497.83963
5.8774002e+17,J151157.69+213010.5,227.9903728,21.5029452,X,0.13513303,17.227003,326.4278
5.8774002e+17,J154609.05+182523.5,236.5377253,18.42318557,X,0.090743266,16.782284,212.89377
5.8774002e+17,J143155.70+243555.1,217.9820904,24.59863641,F,0.08045646,15.626822,1165.9933
5.8774099e+17,J075133.56+135632.5,117.8898977,13.94236716,mis,0.08474003,16.221937,493.3024
5.8774099e+17,J093600.50+254151.0,144.0034359,25.69801705,F,0.06474156,15.454359,1212.0693
5.8774099e+17,J093518.66+260635.1,143.8277893,26.10974552,Phi,0.033797454,15.488283,1047.5032
5.8774099e+17,J082712.41+175907.4,126.8017035,17.98541574,Phi,0.055767354,15.327402,1163.7162
5.8774099e+17,J091029.79+203344.3,137.6241618,20.56231945,F,0.028009487,14.639975,2182.0208
5.8774099e+17,J084235.93+181225.5,130.6497497,18.20709181,F,0.105576,16.260036,451.74896
5.8774099e+17,J112013.08+284840.4,170.0545198,28.81126476,F,0.060055293,16.818638,269.91785
5.8774099e+17,J081012.48+150027.2,122.5504886,15.00631486,S,0.085609674,16.315889,610.8209
5.8774099e+17,J103959.29+274934.7,159.9970556,27.82634071,F,0.09933481,17.01556,255.23412
5.8774099e+17,J105346.30+282234.5,163.4429253,28.37630377,F,0.10555973,15.894841,509.43405
5.8774099e+17,J083848.00+184641.9,129.7000128,18.77833962,Q,0.14841507,17.091267,148.63263
5.8774202e+17,J094521.15+231553.0,146.338141,23.26473434,S,0.1498306,17.838388,113.55192
5.8774202e+17,J081714.53+151659.1,124.3105627,15.28310801,S,0.06884143,15.869864,528.37964
5.8774202e+17,J081937.05+160107.9,124.9044064,16.01889446,S,0.117030874,17.784786,127.24365
5.8774202e+17,J085752.69+200721.0,134.4695529,20.12253893,SE,0.03088263,13.617612,4826.791
5.8774202e+17,J111030.04+284156.1,167.6251861,28.69893289,S,0.034761574,15.821976,633.97424
5.8774202e+17,J082811.63+172228.9,127.0485256,17.37465808,F,0.020872943,16.418991,431.8983
5.8774202e+17,J090328.66+210251.3,135.8655054,21.05022451,X,0.08267844,18.195108,102.190254
5.8774202e+17,J114420.44+305502.8,176.0851558,30.91750872,Phi,0.07570829,16.030052,411.15704
5.8774202e+17,J111929.99+271503.0,169.8749892,27.25087149,SE,0.06910265,16.2472,643.2506
5.8774202e+17,J133520.70+264707.7,203.8362615,26.78550654,Q,0.105241366,16.536255,244.61655
5.8774202e+17,J110308.93+270934.2,165.7872564,27.15951515,S,0.076477915,17.121187,201.00764
5.8774202e+17,J130051.49+280234.0,195.2147486,28.04287153,F,0.029330336,13.651057,5097.004
5.8774202e+17,J094632.53+211753.0,146.635188,21.29822626,F,0.103738904,17.589201,133.7237
5.8774202e+17,J085630.89+180731.4,134.1274615,18.12589884,Phi,0.0900826,16.775801,476.70712
5.8774202e+17,J094650.10+220050.0,146.7088437,22.013944,Phi,0.024867242,12.963698,10717.948
5.8774202e+17,J093924.31+220101.6,144.8513029,22.01712271,Phi,0.10479741,17.71122,211.15556
5.8774202e+17,J101953.71+243233.2,154.9738124,24.54255661,S,0.114985645,17.694185,117.268936
5.8774202e+17,J112702.06+270850.4,171.7586117,27.14732544,X,0.023062719,17.51026,114.28738
5.8774202e+17,J094802.10+230504.0,147.008795,23.08447857,X,0.123137996,17.17977,134.5581
5.8774202e+17,J125942.19+275131.0,194.9171116,27.8549331,Phi,0.012671869,15.693899,831.9452
5.8774202e+17,J125956.65+275548.0,194.9860601,27.93004793,Q,0.025707055,15.071019,1312.1174
5.8774202e+17,J130056.39+274732.0,195.2335904,27.79084789,F,0.026594106,13.029729,9565.61
5.8774202e+17,J130126.12+275309.5,195.3588529,27.88598515,B,0.018251996,12.901815,32992.285
5.8774202e+17,J123211.64+240155.0,188.0484555,24.03178152,S,0.02145418,15.382232,818.74506
5.8774202e+17,J124610.03+251038.7,191.5418416,25.17745433,S,0.08841173,16.067507,391.92203
5.8774202e+17,J113303.59+251647.9,173.2649914,25.28003094,S,0.03336658,16.121689,608.12195
5.8774202e+17,J091214.16+164947.9,138.0612311,16.82693786,F,0.024432518,15.791392,833.4375
5.8774202e+17,J105024.93+232926.4,162.6039005,23.49070385,Q,0.060252734,15.693819,898.7554
5.8774202e+17,J105030.47+232931.4,162.6269994,23.49207322,F,0.0604007,16.086672,533.53906
5.8774202e+17,J105125.01+233118.2,162.8542829,23.52179646,X,0.058868006,16.589029,445.2552
5.8774202e+17,J095305.10+192556.0,148.2712446,19.43217434,S,0.025400944,13.121628,8234.387
5.8774202e+17,J110940.01+232610.1,167.4182598,23.43750844,S,0.07027894,16.531513,311.28268
5.8774202e+17,J111100.58+244541.8,167.7524685,24.76163746,S,0.0700288,16.526644,293.4614
5.8774202e+17,J141114.10+191045.0,212.8088042,19.17917122,F,0.059088558,16.073008,521.95325
5.8774202e+17,J104516.16+201222.0,161.3173839,20.20609218,S,0.05560168,16.496754,401.70895
5.8774202e+17,J103704.86+202627.3,159.2702856,20.44096046,S,0.042343162,14.089941,3493.3772
5.8774202e+17,J085056.89+142851.1,132.737073,14.48084862,E,0.059958495,15.783294,1070.0016
5.8774202e+17,J120138.77+223931.6,180.4116046,22.65875034,S,0.04855652,14.446759,1940.06
5.8774202e+17,J121918.70+224622.6,184.8279593,22.77294386,Q,0.07360759,17.194408,161.67288
5.8774202e+17,J132146.05+220811.4,200.4419103,22.13652986,S,0.05813065,16.152725,537.1505
5.8774202e+17,J132403.81+220014.2,201.0159161,22.00396234,Phi,0.13736401,17.290977,164.61232
5.8774202e+17,J134752.37+211511.3,206.9692634,21.25201216,Phi,0.11868034,16.119957,1021.3748
5.8774202e+17,J145553.87+181016.8,223.9744775,18.17136863,X,0.14025144,17.480978,150.78476
5.8774202e+17,J145409.26+183707.2,223.5386144,18.6186733,F,0.11337746,15.622141,780.83234
5.8774202e+17,J143433.76+181425.1,218.6406711,18.24031182,Q,0.10160808,15.912547,656.2968
5.8774202e+17,J085901.87+142808.7,134.7578215,14.46909887,X,0.10767482,17.268646,191.02881
5.8774202e+17,J103545.36+200245.9,158.9390167,20.04608534,F,0.055119377,14.556873,2710.5286
5.8774202e+17,J143507.51+184040.8,218.7813377,18.67802232,F,0.07768905,16.563055,348.0397
5.8774202e+17,J111154.34+214241.8,167.9764669,21.71164074,Phi,0.1350671,16.85211,282.80396
5.8774202e+17,J130445.98+221431.6,196.1916021,22.24213298,Q,0.068737075,16.32884,307.7423
5.8774202e+17,J084837.35+142912.3,132.1557149,14.48671198,Q,0.06014916,16.67861,432.6106
5.8774202e+17,J094707.94+184006.2,146.7831136,18.66840834,S,0.11057724,16.815182,213.30327
5.8774202e+17,J110525.11+215229.6,166.3546496,21.87488917,S,0.14746632,17.458616,104.76387
5.8774202e+17,J095906.59+193528.5,149.777514,19.59124832,X,0.10637178,17.142982,142.91571
5.8774202e+17,J122153.91+235202.9,185.4746499,23.86746752,S,0.08040409,16.380295,470.6835
5.8774202e+17,J123240.84+234605.5,188.1701755,23.76818425,F,0.06282409,16.928507,249.54605
5.8774202e+17,J123706.39+234712.7,189.2766278,23.78684158,Q,0.05674662,15.888488,446.26666
5.8774202e+17,J142340.25+204123.0,215.9144023,20.68714901,S,0.048376814,15.651511,955.66644
5.8774202e+17,J111653.38+235048.0,169.2224418,23.84668359,F,0.09632532,15.12292,1246.1985
5.8774202e+17,J133227.93+240101.0,203.116413,24.0169819,F,0.08596813,15.301813,805.66846
5.8774202e+17,J132550.02+243907.7,201.4584796,24.65217941,F,0.14914915,16.992165,232.19461
5.8774202e+17,J142210.29+225453.0,215.5428914,22.91475252,mis,0.04855141,15.179661,1596.0294
5.8774298e+17,J142631.49+163928.7,216.6312488,16.65796904,S,0.054132402,15.531184,1006.40924
5.8774298e+17,J101108.59+160447.9,152.7822384,16.07937448,F,0.14344391,15.366663,2774.81
5.8774298e+17,J095610.58+164730.5,149.0453878,16.79319155,S,0.052283466,16.042625,705.56744
5.8774298e+17,J102149.91+175515.0,155.4579662,17.92087412,F,0.039198183,16.825899,232.57207
5.8774298e+17,J113309.73+183154.6,173.290582,18.53185805,S,0.110093646,17.454319,127.674515
5.8774298e+17,J114416.48+201300.7,176.068723,20.21685712,F,0.022451501,14.194736,4005.4575
5.8774298e+17,J142607.86+165407.4,216.5350866,16.90325509,X,0.054528877,14.919854,1306.2719
5.8774298e+17,J142629.11+165123.0,216.6213334,16.85638728,S,0.05451781,16.034885,606.23096
5.8774298e+17,J150037.10+161020.0,225.1536007,16.17230842,S,0.037582688,14.187924,4796.8574
5.8774298e+17,J145245.98+165649.7,223.1944407,16.94577981,F,0.0455451,16.66716,578.46906
5.8774298e+17,J145326.45+165143.4,223.3602384,16.86206086,Phi,0.043764252,16.137627,638.95483
5.8774298e+17,J135447.86+171028.0,208.7000754,17.174862,Phi,0.12448622,16.600298,445.93146
5.8774298e+17,J153328.57+174649.1,233.3690474,17.78029372,Q,0.08500587,17.396923,160.10643
5.8774298e+17,J153750.26+120459.0,234.4594304,12.08311099,Q,0.034776784,16.981777,279.6106
5.8774298e+17,J103957.97+153554.9,159.9915264,15.59856621,S,0.02224491,15.593798,792.7009
5.8774298e+17,J104230.68+154535.9,160.6278693,15.75999149,S,0.050369747,15.083115,1794.0194
5.8774298e+17,J120720.53+171541.7,181.8355871,17.26156812,Phi,0.022412572,13.887362,4860.6333
5.8774298e+17,J124613.57+171012.7,191.5565638,17.17020926,Phi,0.08039608,14.692849,2086.8196
5.8774298e+17,J124820.30+181354.3,192.0846508,18.23171253,X,0.109678224,17.533428,114.77999
5.8774298e+17,J113423.55+172809.8,173.5981448,17.46942461,S,0.10283034,16.931042,301.23218
5.8774298e+17,J105944.49+173855.9,164.9383082,17.65044403,Q,0.030044165,17.768318,909.48126
5.8774298e+17,J123420.34+162734.7,188.5847687,16.45962391,S,0.07077553,16.344154,379.83893
5.8774298e+17,J133735.46+160311.5,204.3978369,16.05318359,Q,0.025542637,15.039308,1199.4067
5.8774298e+17,J132709.70+164318.0,201.7904602,16.72168671,S,0.07946739,16.806412,326.49924
5.8774298e+17,J124750.75+174234.8,191.9614854,17.7096618,X,0.07673075,16.80168,385.73944
5.8774401e+17,J000006.99+081645.0,0.029327597,8.279220512,E,0.038700167,13.430129,6401.766
5.8774497e+17,J092504.97+140025.0,141.2707364,14.00698532,mis,0.1403658,17.411154,129.65591
5.8774497e+17,J100634.45+142624.6,151.6436728,14.44009643,F,0.029872805,14.62437,2006.3516
5.8774497e+17,J100651.86+142224.8,151.7161443,14.37356106,E,0.000572902,13.104035,13208.27
5.8774497e+17,J112031.40-090048.9,170.1307501,-9.013612837,F,0.02299928,13.669873,5146.7974
5.87746e+17,J102653.21+142918.4,156.7229133,14.48840928,S,0.10212007,17.626324,202.76692
5.87746e+17,J094941.81+144710.7,147.4242012,14.78644596,S,0.09679777,17.685045,144.07855
5.87746e+17,J105615.47+094515.9,164.0645034,9.754439958,Q,0.033012714,13.534995,5633.328
5.87748e+17,J015429.19-164226.9,28.62105704,-16.70720417,F,0.039981052,14.097608,4223.467
5.8774903e+17,J114023.43-040834.4,175.0976072,-4.142481513,F,0.096200034,16.326096,484.4173
5.8774903e+17,J115410.02+000818.1,178.5429222,0.138543045,F,0.050482184,21.148235,259.1568
5.8801002e+17,J105135.06+033952.7,162.8960973,3.664631023,SE,0.04192768,14.493473,2140.1387
5.8801002e+17,J103526.18+040209.1,158.8590809,4.035883351,X,0.1335337,16.753031,185.73195
5.8801002e+17,J121826.75+045844.6,184.6115021,4.979063877,F,0.07353823,15.163029,1907.6543
5.8801002e+17,J101930.60+050048.5,154.8775506,5.013479547,S,0.099367015,16.89476,434.88135
5.8801002e+17,J110241.47+052343.8,165.6728052,5.395509653,S,0.061549045,16.233957,367.48584
5.8801098e+17,J123140.87+035534.7,187.9203682,3.926331509,S,0.015108615,13.40999,5330.288
5.8801098e+17,J113247.03+040756.7,173.1959972,4.132438794,S,0.090489745,16.667902,336.92126
5.8801098e+17,J134110.99+042537.9,205.2958619,4.427224981,Q,0.1364025,16.821432,264.7308
5.8801098e+17,J135312.98+051017.4,208.3040951,5.171541994,Phi,0.07851597,15.804692,677.12933
5.88016e+17,J020809.00-010708.0,32.03747009,-1.118913412,S,0.064757995,16.469736,415.78595
5.88016e+17,J004952.26-003749.5,12.4677595,-0.630420407,Phi,0.1318952,16.602432,371.39554
5.88016e+17,J011009.44-004311.5,17.53937745,-0.719886066,F,0.07574771,17.943529,163.35484
5.88016e+17,J005745.04-002509.9,14.4376697,-0.419414911,E,0.043839004,13.50593,6601.196
5.88016e+17,J031345.21-001429.2,48.43841591,-0.241460053,Q,0.025980428,13.371873,10758.17
5.88016e+17,J001315.27+000240.6,3.313657961,0.044591986,Q,0.090235434,17.031603,210.0521
5.88016e+17,J003136.11+001006.0,7.900618992,0.168372606,Q,0.07392756,17.551861,274.72623
5.88016e+17,J015409.34+000724.5,28.53894392,0.123503814,S,0.08737637,16.960373,255.3779
5.88016e+17,J021356.76+003152.3,33.48651633,0.531224073,SE,0.04063909,15.54231,824.38837
5.88016e+17,J010433.45+005738.3,16.13939316,0.960686641,Phi,0.14383014,16.733025,238.80084
5.88016e+17,J011408.12+005048.3,18.53387801,0.84680476,X,0.064430006,17.757322,520.7033
5.88016e+17,J024527.55+005451.6,41.36489256,0.914356427,Q,0.02436138,13.407364,5782.6143
5.8801703e+17,J084516.29+274922.9,131.3164863,27.82377055,B,0.021542124,15.367081,1409.5736
5.8801703e+17,J085351.43+295704.0,133.4643098,29.95111271,S,0.044435512,14.927673,1851.3641
5.8801799e+17,J123634.69+111414.9,189.1428095,11.23884556,S,0.007446035,11.769814,57543.266
5.8801799e+17,J130557.95+115320.9,196.4891585,11.89251594,S,0.079439186,15.758024,836.6876
5.8801799e+17,J123623.85+125530.3,189.0994064,12.92509317,E,0.093603805,15.650865,1004.28613
5.8801799e+17,J125607.37+132156.4,194.030737,13.36569335,F,0.06848937,15.319734,1269.4728
5.8801799e+17,J153057.23+324917.2,232.7385116,32.82143975,Q,0.065927014,15.778807,563.3811
5.8801799e+17,J115635.30+113523.7,179.1470909,11.58988403,S,0.030528855,16.870007,218.13863
5.8801799e+17,J124332.30+113454.9,190.8854237,11.58246856,F,0.004654416,16.573103,127988.586
5.8801799e+17,J131653.31+111630.9,199.2221514,11.27526694,X,0.074271515,16.512749,306.611
5.8801799e+17,J134256.79+111206.8,205.7366691,11.20190135,F,0.081405,15.997592,554.4298
5.8801799e+17,J103116.38+110907.2,157.8190653,11.14903984,S,0.06546833,15.438764,1670.042
5.8801799e+17,J141652.80+104823.9,214.2206373,10.80740968,Phi,0.024711698,12.057488,19662.766
5.8801799e+17,J145541.66+093512.4,223.9236101,9.586774369,S,0.05026918,13.719842,4419.485
5.8801799e+17,J151621.10+085302.9,229.093356,8.881061291,Q,0.033111203,15.639507,735.4648
5.8801799e+17,J152222.30+083825.9,230.5928402,8.640461622,Phi,0.03632852,17.169306,800.4334
5.8801799e+17,J105450.39+120525.2,163.7100329,12.09033166,X,0.08032399,17.356852,109.99684
5.8801799e+17,J105618.29+120326.7,164.0762368,12.05742337,S,0.08010341,16.294218,285.2449
5.8801799e+17,J114609.82+124548.9,176.5407882,12.76357001,S,0.11600186,17.70787,89.7416
5.8801799e+17,J123129.18+125235.0,187.8716266,12.87638966,Q,0.114786014,16.771227,359.0001
5.8801799e+17,J103849.18+120743.5,159.707498,12.12798053,SE,0.03355177,14.438221,3093.301
5.8801799e+17,J114259.72+130506.7,175.7488745,13.08523827,Phi,0.080964774,15.182446,2363.27
5.8801799e+17,J105107.65+124354.5,162.7818457,12.73177537,F,0.039888047,16.870949,236.94644
5.8801799e+17,J115113.93+064059.9,177.8080705,6.683322561,F,0.08066906,14.987214,1526.6099
5.8801799e+17,J115602.46+064040.6,179.0103487,6.677906573,B,0.008351699,15.263814,1021.1778
5.8801799e+17,J123257.85+064915.1,188.2410475,6.820884396,S,0.0654817,16.390579,292.54596
5.8801799e+17,J140552.19+062412.8,211.4675575,6.403828689,Phi,0.05630974,17.928436,90.61708
5.8801799e+17,J121535.55+074147.0,183.8981352,7.696419384,F,0.07375998,15.764818,1021.4309
5.8801799e+17,J122815.16+073618.8,187.0586341,7.607903843,S,0.024713775,14.846442,1524.7273
5.8801799e+17,J135307.60+065346.1,208.281728,6.896146818,X,0.06434051,16.945644,177.62827
5.8801799e+17,J135600.02+065639.0,208.9979527,6.944974685,F,0.077455476,15.372315,1005.52515
5.8801799e+17,J112907.98+075312.0,172.286315,7.883491287,F,0.0788391,15.573609,1901.8214
5.8801799e+17,J121318.97+080316.4,183.3291101,8.054606224,S,0.07532217,16.905077,333.30698
5.8801799e+17,J124022.99+081034.3,190.0958446,8.176193182,S,0.04655998,15.915544,2850.7349
5.8801799e+17,J151322.09+305705.5,228.3420781,30.95154628,SE,0.071268365,15.312695,1045.5594
5.8801799e+17,J152004.81+301821.3,230.0200523,30.30590762,F,0.066282876,15.476308,1274.2235
5.8801799e+17,J155616.25+254926.1,239.0677271,25.82392132,F,0.0756713,16.137835,472.93683
5.8801799e+17,J164537.42+181428.2,251.4059412,18.24122644,S,0.052800424,16.757248,375.6671
5.8801799e+17,J091641.85+305455.5,139.1744349,30.91542752,Q,0.023185484,12.959009,12397.125
5.8801799e+17,J134507.90+082823.0,206.2812316,8.473965642,S,0.036988597,14.515388,1932.3524
5.8801799e+17,J134834.33+084259.2,207.143066,8.716468726,Q,0.06720539,15.999731,480.37878
5.8801799e+17,J141729.86+081054.0,214.3762671,8.178134724,S,0.058483128,15.909569,639.4423
5.8801799e+17,J130746.37+093720.6,196.9432295,9.622399051,S,0.049253635,15.721342,882.7225
5.8801799e+17,J154223.29+061436.2,235.5970797,6.243411231,X,0.048537537,16.131664,519.26886
5.8801799e+17,J130814.77+101150.4,197.0615815,10.19735276,Q,0.08310732,16.469521,710.0076
5.8801799e+17,J144045.29+082706.9,220.1902777,8.450789908,F,0.03018522,14.412484,3185.83
5.8801799e+17,J163621.72+253139.5,249.0905094,25.52764289,Phi,0.13757312,16.932686,214.90555
5.8802301e+17,J094320.66+225911.6,145.8361477,22.98656292,S,0.07022124,16.468821,620.4398
5.8802301e+17,J090012.79+173312.9,135.0533215,17.55358114,E,0.048637457,15.007756,2867.4614
5.8802397e+17,J121458.31+193058.9,183.7429586,19.5163682,Q,0.024721118,17.653664,127.76382
5.8802397e+17,J125345.43+200536.2,193.4392665,20.09345973,X,0.022420928,15.646688,617.7049
5.8802397e+17,J113851.85+205507.8,174.7161535,20.91885938,Q,0.036576826,14.979858,1881.6833
5.8802397e+17,J145439.25+200215.3,223.6635857,20.03759321,S,0.04494136,14.587173,1968.6549
5.8802397e+17,J144102.95+211912.5,220.2622801,21.32017495,Q,0.042083703,16.929586,292.93277
5.8802397e+17,J151330.03+194006.6,228.3751223,19.66848316,X,0.079646155,16.588547,241.27797
5.8884902e+17,J132101.49-005308.3,200.2562645,-0.885670101,Q,0.11568315,16.579939,246.50746
5.8884902e+17,J143535.65-005849.2,218.898571,-0.980369459,E,0.1495794,17.449717,18.788656
5.8884902e+17,J091447.88-003542.0,138.704295,-0.592416546,S,0.05452418,16.127697,571.0206
5.8884902e+17,J120039.94-000803.8,180.1664486,-0.134407351,F,0.07988428,15.891353,473.24896
5.8884902e+17,J123538.68-001221.6,188.9112479,-0.205992728,B,0.022795824,15.429775,765.5961
5.8884902e+17,J130626.16+001900.5,196.6080049,0.317257485,F,0.090729184,16.103624,612.85034
5.8884902e+17,J135557.92+001528.7,208.9921174,0.25854135,X,0.13277435,17.459763,154.94257
5.8884902e+17,J085828.60+003813.6,134.619187,0.637114186,Q,0.05232876,14.998349,1120.6283
5.8884902e+17,J131857.97+004354.8,199.7416137,0.731939828,Phi,0.13706763,16.910679,216.24481
5.8884902e+17,J142845.25+004235.3,217.1874759,0.711493129,Phi,0.05680348,17.764254,1852.2711
5.8884902e+17,J143102.56+004737.9,217.7606793,0.793906205,F,0.1362145,16.274992,761.5932
5.8884902e+17,J122319.02+010356.1,185.8292606,1.065594626,S,0.08904718,16.09659,374.55463
5.8884902e+17,J132049.78+011219.1,200.2074247,1.205294046,Q,0.103907876,16.396713,318.8022
5.8884902e+17,J135239.37+010609.0,208.164062,1.102558195,R,0.07153724,16.120293,369.55045
7.58881e+17,J215559.20+055409.0,328.9967342,5.902515543,S,0.028763276,14.788033,4374.2056
